highway,maxspeed,lanes,oneway,latitude,longitude
residential,25 mph,1,yes,40.7247176,-74.0022793
motorway,40 mph,3,yes,40.7524262,-73.9644718
motorway,40 mph,4,yes,40.7533692,-73.9635732
living_street,10 mph,1,yes,40.753253,-73.9872031
pedestrian,20 mph,1,yes,40.7718535,-73.9694387
pedestrian,20 mph,1,yes,40.7745022,-73.9688587
motorway,45 mph,3,yes,40.7100561,-73.9560097
motorway,45 mph,3,yes,40.7123501,-73.9543881
motorway_link,40 mph,1,yes,40.7205788,-73.9745836
motorway,40 mph,1,yes,40.7413921,-73.9517098
motorway,40 mph,2,yes,40.7413662,-73.9530451
motorway,40 mph,3,yes,40.7368005,-73.9747791
motorway,40 mph,4,yes,40.7379806,-73.9740792
motorway,45 mph,3,yes,40.7013094,-73.9934321
motorway,45 mph,3,yes,40.7158272,-73.9508319
motorway,40 mph,3,yes,40.7466985,-73.9694085
trunk_link,25 mph,1,yes,40.7115804,-74.0040493
motorway,40 mph,3,yes,40.7449021,-73.9708267
motorway,40 mph,3,yes,40.7666142,-73.9508382
secondary,25 mph,2,yes,40.7002711,-73.9573034
residential,25 mph,1,yes,40.7172158,-73.9860293
secondary,25 mph,3,yes,40.7379622,-74.0043204
secondary,25 mph,2,yes,40.7383452,-74.0038973
secondary,25 mph,5,yes,40.7644451,-73.9729033
secondary,25 mph,2,yes,40.7616362,-73.9648257
secondary,25 mph,2,yes,40.762015,-73.9657083
secondary,25 mph,2,yes,40.7685881,-73.9714522
secondary,25 mph,3,yes,40.7685198,-73.9712931
secondary,25 mph,3,yes,40.7144234,-73.9530358
secondary,25 mph,2,yes,40.7617157,-73.9630769
motorway,45 mph,3,yes,40.7026918,-73.9605185
motorway,45 mph,4,yes,40.7040326,-73.9597577
secondary,25 mph,4,yes,40.7196698,-74.0016532
residential,25 mph,1,yes,40.7201395,-74.001823
secondary,20 mph,2,yes,40.7180999,-74.0029846
secondary,25 mph,4,yes,40.7460422,-74.0017165
residential,25 mph,1,yes,40.7452428,-74.0004143
secondary,25 mph,3,yes,40.7455453,-74.002078
secondary,25 mph,4,yes,40.7448136,-74.0026045
residential,25 mph,1,yes,40.744034,-74.0012914
secondary,25 mph,3,yes,40.7442444,-74.0030167
secondary,25 mph,4,yes,40.7436629,-74.0034408
motorway,30 mph,5,yes,40.7713987,-73.9944228
secondary,25 mph,3,yes,40.7627255,-73.9673719
motorway,50 mph,3,yes,40.7952411,-73.9776005
motorway,50 mph,4,yes,40.7964034,-73.9764739
motorway_link,25 mph,2,yes,40.7097082,-74.0005432
primary,25 mph,1,yes,40.7405761,-73.9725844
primary,25 mph,1,yes,40.7413655,-73.9724578
secondary,25 mph,5,yes,40.7641187,-73.971041
secondary,25 mph,1,yes,40.7107463,-73.984385
secondary,25 mph,1,yes,40.7107752,-73.9839312
primary,25 mph,3,yes,40.718677,-73.9905035
primary,25 mph,3,yes,40.7189245,-73.9903749
motorway,45 mph,2,yes,40.7001306,-73.985019
motorway,40 mph,2,yes,40.7592585,-73.9581923
primary,25 mph,1,yes,40.7178928,-73.9752961
motorway,50 mph,3,yes,40.7964514,-73.9761707
motorway,50 mph,3,yes,40.798124,-73.9752853
secondary,25 mph,3,yes,40.7147384,-73.9521014
secondary,25 mph,2,yes,40.7169477,-73.9488951
motorway_link,25 mph,1,yes,40.741657,-73.9509599
residential,25 mph,1,yes,40.7649346,-73.9884741
trunk,30 mph,4,yes,40.7686365,-73.9953041
trunk,30 mph,4,yes,40.7693024,-73.9948228
trunk,30 mph,4,yes,40.7652467,-73.9980456
secondary,25 mph,5,yes,40.7533783,-73.9788578
secondary,25 mph,1,yes,40.7104645,-73.9649563
secondary,20 mph,2,yes,40.7097343,-74.0004774
secondary,25 mph,4,yes,40.7312669,-74.0041469
secondary,25 mph,3,yes,40.7309239,-74.0043429
primary,25 mph,5,yes,40.7607017,-73.9611795
secondary,25 mph,2,yes,40.7611409,-73.9617153
primary,25 mph,5,yes,40.7611763,-73.9608265
primary,25 mph,5,yes,40.7617233,-73.9604179
primary,25 mph,5,yes,40.7624289,-73.9599125
primary,25 mph,5,yes,40.7630546,-73.9594658
primary,25 mph,5,yes,40.763606,-73.9590585
primary,25 mph,5,yes,40.7639176,-73.9588248
primary,25 mph,5,yes,40.7642273,-73.9585918
primary,25 mph,5,yes,40.7649252,-73.9580716
primary,25 mph,5,yes,40.7645383,-73.9583572
primary,25 mph,5,yes,40.7654795,-73.9576751
primary,25 mph,5,yes,40.7657952,-73.9574535
primary,25 mph,5,yes,40.7661776,-73.9571718
residential,25 mph,2,yes,40.7660949,-73.9560141
primary,25 mph,5,yes,40.7667292,-73.9567708
primary,25 mph,5,yes,40.762038,-73.9601883
secondary,25 mph,5,yes,40.7453271,-73.9910379
residential,25 mph,2,yes,40.7460195,-73.9923905
secondary,25 mph,4,yes,40.7459293,-73.9906027
secondary,25 mph,5,yes,40.7465517,-73.9901525
residential,25 mph,1,yes,40.7489887,-73.9955645
secondary,25 mph,4,yes,40.7471805,-73.9896861
secondary,25 mph,5,yes,40.7477955,-73.9892307
motorway,25 mph,4,yes,40.7068305,-74.0147475
trunk,30 mph,3,yes,40.7604258,-74.002594
residential,25 mph,1,yes,40.7166775,-73.9872856
primary,25 mph,3,yes,40.7358584,-73.9526058
secondary,25 mph,2,yes,40.723628,-73.9982985
residential,25 mph,1,yes,40.7250062,-73.9993453
secondary,25 mph,2,yes,40.7224076,-73.9993372
primary,25 mph,2,yes,40.7225555,-74.0014287
secondary,25 mph,2,yes,40.7213245,-74.0002584
secondary,25 mph,2,yes,40.7006027,-73.962005
primary,25 mph,1,yes,40.7197821,-73.9899469
primary,25 mph,3,yes,40.7203093,-73.9896867
residential,25 mph,1,yes,40.7394421,-74.0041474
residential,25 mph,1,yes,40.7394082,-74.0059239
living_street,10 mph,1,yes,40.7401237,-73.9895086
living_street,10 mph,1,yes,40.7604586,-73.9846706
residential,25 mph,3,no,40.780605,-73.9871722
secondary,20 mph,3,yes,40.7114948,-74.0085678
primary,25 mph,4,yes,40.7405499,-73.9758658
secondary,25 mph,3,yes,40.7611222,-73.9980459
primary,25 mph,3,yes,40.7598218,-73.998953
unclassified,25 mph,1,yes,40.7601507,-73.9987814
primary,25 mph,3,yes,40.7604681,-73.9984826
residential,20 mph,1,yes,40.7046724,-74.0096134
pedestrian,25 mph,1,no,40.7439548,-73.9890017
living_street,10 mph,1,yes,40.7452738,-73.9887384
living_street,10 mph,1,yes,40.7466974,-73.9884818
primary,25 mph,2,yes,40.7675991,-73.9817976
secondary,25 mph,4,yes,40.7483051,-73.9888499
motorway,45 mph,3,yes,40.6998778,-73.9960471
primary,25 mph,6,yes,40.7594402,-73.9620935
residential,25 mph,3,yes,40.7585142,-73.9613054
primary,25 mph,5,yes,40.759122,-73.9623304
primary,25 mph,6,yes,40.7580905,-73.9630845
trunk,30 mph,4,yes,40.714416,-74.0137608
trunk,30 mph,4,yes,40.7167749,-74.0131386
primary,25 mph,3,yes,40.7228027,-73.98801
trunk,20 mph,4,no,40.7211164,-74.004273
trunk,20 mph,4,no,40.7204871,-74.0033844
secondary,25 mph,2,yes,40.7675787,-73.9691859
secondary,25 mph,3,yes,40.7603597,-73.961759
primary,25 mph,2,yes,40.716926,-73.991396
primary,25 mph,3,yes,40.7171834,-73.9912602
primary,25 mph,2,yes,40.7165062,-73.9916178
primary,25 mph,2,yes,40.7156751,-73.9920514
secondary,20 mph,1,no,40.7150869,-73.9925056
motorway_link,25 mph,2,yes,40.7218448,-74.0078667
secondary,25 mph,4,yes,40.7402525,-74.0021301
motorway,45 mph,4,yes,40.703382,-73.9599128
residential,25 mph,1,yes,40.7248982,-73.9923443
residential,25 mph,2,no,40.7367333,-73.9744794
secondary,25 mph,5,yes,40.7461112,-73.9941837
residential,25 mph,1,yes,40.7454181,-73.9928305
secondary,25 mph,4,yes,40.7457003,-73.9944808
secondary,25 mph,5,yes,40.7448656,-73.9950862
secondary,20 mph,1,yes,40.7132543,-74.0038637
unclassified,20 mph,3,no,40.713233,-74.0042809
unclassified,20 mph,1,yes,40.7136156,-74.0035883
motorway,40 mph,3,yes,40.760846,-73.9564735
primary,25 mph,2,no,40.7517651,-73.9779371
primary,25 mph,3,yes,40.7518822,-73.9674011
primary,25 mph,4,no,40.7502988,-73.9733181
primary,25 mph,1,yes,40.7700112,-73.9949661
primary,25 mph,2,yes,40.7591678,-73.9994451
unclassified,25 mph,1,yes,40.7607594,-74.0003959
tertiary,25 mph,2,no,40.7348446,-73.9795158
motorway,40 mph,3,yes,40.737464,-73.9742749
motorway,40 mph,4,yes,40.7375197,-73.9744234
secondary,25 mph,2,yes,40.7309249,-73.9739398
primary,25 mph,2,yes,40.7310434,-73.9740674
motorway,40 mph,3,yes,40.7610341,-73.9560036
residential,25 mph,3,yes,40.7587024,-73.9972547
service,25 mph,1,yes,40.7589659,-73.9974909
trunk_link,25 mph,1,yes,40.7696083,-73.9945738
unclassified,25 mph,3,yes,40.7699066,-73.9944437
trunk,30 mph,3,yes,40.7597388,-74.0030941
primary,25 mph,5,no,40.7562419,-74.0016302
primary,25 mph,4,no,40.7609707,-73.998625
residential,25 mph,3,yes,40.7652023,-73.9968934
residential,25 mph,3,yes,40.7647628,-73.9958574
secondary,25 mph,4,yes,40.7643054,-73.9957515
secondary,25 mph,4,yes,40.7652482,-73.9950639
secondary,25 mph,3,yes,40.7662861,-73.9955804
secondary,25 mph,1,yes,40.7483133,-74.0073289
unclassified,25 mph,2,yes,40.7537118,-74.0067773
trunk,30 mph,4,yes,40.7550639,-74.0061659
unclassified,25 mph,1,yes,40.753846,-74.0071419
residential,25 mph,1,yes,40.7518767,-74.0062911
secondary,25 mph,6,yes,40.7507535,-74.00565
secondary,25 mph,4,yes,40.7505914,-73.9983837
primary,25 mph,3,yes,40.724726,-74.0060065
motorway,30 mph,2,yes,40.7020179,-74.0098936
motorway,30 mph,2,yes,40.7017424,-74.0109985
primary,20 mph,2,yes,40.7018623,-74.0108354
primary,20 mph,2,yes,40.7021678,-74.0097866
unclassified,25 mph,3,yes,40.7482002,-73.9752017
residential,25 mph,2,yes,40.7487078,-73.9754074
residential,25 mph,3,yes,40.7473679,-73.9799375
primary,25 mph,3,yes,40.7473818,-73.9810158
residential,25 mph,2,yes,40.7477269,-73.980788
primary,25 mph,2,yes,40.7474613,-73.981205
motorway,40 mph,4,yes,40.7738953,-73.9928025
motorway,40 mph,5,yes,40.7727956,-73.9935986
primary,25 mph,3,yes,40.7996681,-73.9552191
primary,25 mph,2,yes,40.7995272,-73.9551258
primary,25 mph,3,yes,40.7998264,-73.9548997
primary,25 mph,2,yes,40.8002823,-73.954778
secondary,25 mph,4,yes,40.7300567,-74.0048526
secondary,25 mph,4,yes,40.7296281,-74.005101
primary,25 mph,2,no,40.7215272,-73.9975948
secondary,25 mph,1,yes,40.7218793,-73.9972578
residential,25 mph,1,yes,40.7445881,-73.9733461
residential,20 mph,1,yes,40.7357785,-74.0016534
trunk,30 mph,3,yes,40.7448861,-74.0082282
trunk,30 mph,3,yes,40.7445954,-74.0084683
residential,25 mph,1,yes,40.7233088,-73.9955557
secondary,25 mph,3,yes,40.763805,-73.9974701
trunk,30 mph,4,yes,40.7645588,-73.9982756
trunk,30 mph,3,yes,40.7581941,-74.0042172
trunk,30 mph,4,yes,40.7585072,-74.0037043
primary,25 mph,3,yes,40.722875,-73.9886838
primary,25 mph,3,yes,40.7229766,-73.9886046
residential,25 mph,1,yes,40.7240807,-73.9903679
secondary,25 mph,2,no,40.7715467,-73.9774193
secondary,25 mph,2,no,40.7692221,-73.9734902
secondary,25 mph,2,no,40.7697782,-73.9745533
secondary,25 mph,2,no,40.7695461,-73.9741832
secondary,25 mph,2,no,40.7693957,-73.973916
secondary,25 mph,2,no,40.7689242,-73.9725352
secondary,25 mph,2,no,40.7690317,-73.97293
secondary,25 mph,2,no,40.781597,-73.9628392
residential,25 mph,1,yes,40.7779292,-73.9821362
primary,25 mph,3,yes,40.7922308,-73.9734416
primary,25 mph,3,yes,40.7925428,-73.9732094
primary,25 mph,3,yes,40.7962405,-73.9705132
primary,25 mph,2,yes,40.7961892,-73.9708138
residential,25 mph,1,yes,40.7972218,-73.9699173
primary,25 mph,4,yes,40.797423,-73.9699017
secondary,25 mph,2,yes,40.7871788,-73.9499828
primary,25 mph,3,yes,40.7864403,-73.9527742
secondary,25 mph,3,yes,40.7939465,-73.9513565
pedestrian,20 mph,1,yes,40.7965255,-73.9551712
motorway,25 mph,2,yes,40.7056518,-74.0148777
motorway_link,25 mph,3,yes,40.7072567,-74.0149889
primary,20 mph,1,yes,40.7048495,-74.0165558
primary,20 mph,2,no,40.7048232,-74.0168087
motorway,25 mph,2,yes,40.7018309,-74.0102323
primary,20 mph,1,yes,40.701573,-74.0121715
primary,20 mph,2,yes,40.7016318,-74.0118777
primary,20 mph,2,no,40.7045298,-74.0058527
primary,25 mph,2,yes,40.7234537,-73.9901608
primary,25 mph,2,yes,40.7207238,-73.9811376
secondary,20 mph,2,no,40.7213502,-73.9808438
residential,20 mph,1,yes,40.7224817,-73.9845255
primary,25 mph,2,yes,40.7212398,-73.9828418
primary,25 mph,2,yes,40.7219895,-73.9853252
primary,25 mph,2,yes,40.7220504,-73.9855304
primary,25 mph,4,yes,40.722476,-73.9868876
primary,25 mph,2,yes,40.7227192,-73.9877316
primary,25 mph,3,yes,40.7230488,-73.9892357
primary,25 mph,2,yes,40.7226878,-73.9880611
primary,25 mph,2,yes,40.7224427,-73.9872602
primary,25 mph,2,yes,40.7223709,-73.9870188
primary,25 mph,2,yes,40.7212195,-73.983213
primary,25 mph,2,yes,40.7192037,-73.9769726
primary,25 mph,2,yes,40.7192856,-73.9773275
primary,25 mph,2,yes,40.7191161,-73.9765441
primary,25 mph,2,yes,40.7227889,-73.9883985
primary,25 mph,2,yes,40.7231807,-73.98966
primary,25 mph,2,yes,40.7207036,-73.9897587
primary,25 mph,4,no,40.7189722,-73.9946013
tertiary,15 mph,2,no,40.760981,-73.9507579
motorway,25 mph,3,yes,40.7213488,-74.0079233
primary,30 mph,2,yes,40.7049821,-74.0168652
primary,25 mph,2,yes,40.7059487,-74.016182
primary,25 mph,3,yes,40.7285444,-74.0053315
primary,25 mph,2,yes,40.7250025,-74.0058261
residential,25 mph,1,yes,40.7265184,-74.0065445
residential,25 mph,1,yes,40.725683,-74.0057811
primary,25 mph,2,yes,40.7260552,-74.0056595
primary,25 mph,2,yes,40.7256382,-74.0057142
primary,25 mph,4,yes,40.7264685,-74.0056527
trunk,30 mph,4,yes,40.7503856,-74.0084876
secondary,20 mph,2,no,40.7152413,-73.9930172
primary,20 mph,2,yes,40.7149132,-73.9927457
residential,20 mph,1,yes,40.7225548,-74.0073755
trunk,20 mph,5,yes,40.7223144,-74.0081748
trunk,20 mph,4,yes,40.7234901,-74.0079762
primary,25 mph,2,no,40.7144201,-73.9814794
secondary,25 mph,4,yes,40.7344596,-74.0023264
secondary,20 mph,2,no,40.7225849,-73.9799414
secondary,20 mph,3,no,40.7260386,-73.9774198
secondary,20 mph,2,no,40.7269254,-73.9767597
unclassified,20 mph,4,no,40.7140792,-74.0061007
unclassified,25 mph,3,yes,40.7697349,-73.994025
trunk,20 mph,3,yes,40.7241011,-74.0085463
primary,25 mph,2,yes,40.7233905,-73.9899595
residential,20 mph,1,yes,40.7320771,-74.0052436
residential,20 mph,1,yes,40.7089586,-74.0131661
trunk,30 mph,4,yes,40.7096336,-74.0148119
residential,20 mph,4,no,40.714953,-74.0160653
residential,20 mph,2,yes,40.7154888,-74.0166608
residential,25 mph,1,yes,40.7270575,-74.004495
residential,25 mph,1,yes,40.7273131,-74.0071935
secondary,25 mph,3,no,40.7804979,-73.9861418
service,25 mph,1,no,40.7122082,-74.003061
residential,25 mph,1,yes,40.7459815,-73.9961292
secondary,25 mph,4,yes,40.7451746,-73.994861
secondary,25 mph,2,no,40.7937521,-73.9498256
primary,25 mph,6,yes,40.7457267,-73.9751992
trunk,30 mph,5,yes,40.7640236,-73.9989327
trunk,30 mph,5,yes,40.7417179,-74.0088482
trunk,30 mph,5,yes,40.7160019,-74.0133364
primary,25 mph,3,yes,40.7497316,-73.972276
trunk,30 mph,5,yes,40.7145761,-74.0133783
secondary,25 mph,4,yes,40.7446925,-73.9952124
primary,25 mph,5,yes,40.7524339,-74.0007179
primary,25 mph,5,yes,40.7520706,-74.000982
residential,20 mph,1,yes,40.7097671,-74.0137876
service,5 mph,1,yes,40.7575283,-74.0012213
service,5 mph,1,yes,40.7578251,-74.0007444
service,5 mph,1,yes,40.7569018,-74.001606
service,5 mph,1,yes,40.7569434,-74.0017054
service,5 mph,1,yes,40.7563863,-74.0021666
residential,25 mph,1,yes,40.7298774,-73.9851865
primary,25 mph,3,yes,40.7307004,-73.9861416
residential,25 mph,1,yes,40.729279,-73.9856276
primary,25 mph,3,yes,40.7300804,-73.9865931
residential,25 mph,1,yes,40.7295138,-73.9879647
primary,25 mph,3,yes,40.7294903,-73.9870223
primary,25 mph,3,yes,40.728903,-73.9874488
primary,25 mph,3,yes,40.7282947,-73.9878924
residential,25 mph,1,yes,40.7284618,-73.9892425
primary,25 mph,3,yes,40.7276964,-73.9883272
residential,25 mph,1,yes,40.7278819,-73.9896617
primary,25 mph,3,yes,40.7271036,-73.9887566
residential,25 mph,1,yes,40.7272763,-73.9901036
primary,25 mph,3,yes,40.7264938,-73.9892037
residential,25 mph,1,yes,40.7256955,-73.988241
primary,25 mph,3,yes,40.7258845,-73.9896483
residential,25 mph,1,yes,40.7260019,-73.9908566
primary,25 mph,3,yes,40.7250655,-73.9902455
secondary,25 mph,4,yes,40.7481662,-73.9926839
residential,25 mph,1,yes,40.7472646,-73.9914862
secondary,25 mph,3,yes,40.7476987,-73.9930304
residential,25 mph,1,yes,40.7466371,-73.99194
secondary,25 mph,4,yes,40.7473241,-73.9933007
residential,20 mph,1,yes,40.7170067,-74.0092395
secondary,20 mph,2,yes,40.7171436,-74.0079684
secondary,20 mph,3,yes,40.7164795,-74.0084887
primary,25 mph,4,yes,40.7510595,-73.9681842
primary,25 mph,4,yes,40.7506536,-73.9684787
unclassified,25 mph,2,yes,40.7533789,-73.9983299
secondary,25 mph,2,yes,40.7650387,-73.9731826
secondary,25 mph,2,yes,40.7665447,-73.979304
secondary,25 mph,3,yes,40.7620333,-73.9825771
primary,25 mph,5,yes,40.7351714,-73.9797759
secondary,25 mph,5,yes,40.7584015,-73.9751969
secondary,25 mph,5,yes,40.7595942,-73.9743309
primary,25 mph,5,yes,40.7649442,-73.9611786
primary,25 mph,3,yes,40.7743023,-73.9847517
primary,25 mph,4,yes,40.7684129,-73.9822283
primary,25 mph,4,yes,40.7684717,-73.9818162
secondary,25 mph,2,yes,40.7686846,-73.9814547
primary,25 mph,4,yes,40.7682035,-73.9823247
primary,25 mph,3,yes,40.7772311,-73.9789354
residential,25 mph,1,yes,40.7772949,-73.9806366
primary,25 mph,4,yes,40.7768883,-73.9791868
residential,25 mph,1,yes,40.7755145,-73.9783363
primary,25 mph,4,yes,40.77642,-73.9795276
residential,25 mph,1,yes,40.7760662,-73.9816259
primary,25 mph,3,yes,40.7752483,-73.9803801
primary,25 mph,5,yes,40.7766541,-73.9526356
primary,25 mph,4,yes,40.77697,-73.9524035
primary,25 mph,4,yes,40.777539,-73.95199
primary,25 mph,4,yes,40.776243,-73.9529347
primary,25 mph,4,yes,40.7756899,-73.95334
primary,25 mph,5,yes,40.7753747,-73.9535756
primary,25 mph,4,yes,40.7749797,-73.953868
primary,25 mph,4,yes,40.7744323,-73.9542697
primary,25 mph,4,yes,40.7738981,-73.9546635
primary,25 mph,5,yes,40.7735647,-73.9549131
primary,25 mph,4,yes,40.773093,-73.9552595
primary,25 mph,5,yes,40.7727483,-73.9555121
primary,25 mph,4,yes,40.772352,-73.9558004
primary,25 mph,4,yes,40.7718906,-73.9561351
primary,25 mph,5,yes,40.7714932,-73.956426
primary,25 mph,4,yes,40.771084,-73.9567126
primary,25 mph,4,yes,40.7705227,-73.9571079
primary,25 mph,5,yes,40.7701999,-73.957341
primary,25 mph,4,yes,40.7698035,-73.9576313
primary,25 mph,4,yes,40.769398,-73.9579358
primary,25 mph,5,yes,40.7690589,-73.9581969
primary,25 mph,4,yes,40.7679166,-73.9590362
primary,25 mph,5,yes,40.7675978,-73.9592686
primary,25 mph,5,yes,40.7741096,-73.9545049
secondary,25 mph,1,yes,40.7044511,-73.9673071
primary,25 mph,4,yes,40.7946602,-73.9699299
primary,25 mph,3,yes,40.795288,-73.9694566
primary,25 mph,3,yes,40.7959123,-73.9689899
primary,25 mph,3,yes,40.7965378,-73.9685331
primary,25 mph,4,yes,40.7971668,-73.9680733
primary,25 mph,3,yes,40.7975558,-73.9677907
primary,25 mph,3,yes,40.7984339,-73.9671766
primary,25 mph,4,yes,40.800213,-73.9658572
primary,25 mph,4,yes,40.7996885,-73.9662562
primary,25 mph,3,yes,40.799881,-73.9661128
secondary,25 mph,1,yes,40.7512884,-73.9978836
secondary,25 mph,1,yes,40.7509884,-73.9980991
secondary,25 mph,5,yes,40.7498978,-73.9988893
secondary,25 mph,4,yes,40.7502062,-73.998663
secondary,25 mph,4,yes,40.7492237,-73.9993805
secondary,25 mph,5,yes,40.7486093,-73.9998268
secondary,25 mph,5,yes,40.7467163,-74.0012055
secondary,25 mph,5,yes,40.7473535,-74.0007364
secondary,25 mph,4,yes,40.7470412,-74.0009647
residential,25 mph,3,yes,40.7406834,-74.0051855
secondary,25 mph,2,yes,40.7381776,-74.0040845
secondary,25 mph,4,yes,40.7493651,-73.9955124
secondary,25 mph,5,yes,40.7488604,-73.9958744
secondary,25 mph,2,yes,40.7523948,-73.993315
secondary,25 mph,3,yes,40.7527246,-73.9930739
secondary,25 mph,4,yes,40.7578163,-73.9893658
secondary,25 mph,2,yes,40.7607226,-73.9872465
secondary,25 mph,4,yes,40.7602591,-73.9875833
secondary,25 mph,5,yes,40.7635901,-73.985159
secondary,25 mph,5,yes,40.7630441,-73.9855571
secondary,25 mph,2,yes,40.735427,-73.9940534
secondary,25 mph,3,yes,40.7347636,-73.9945378
secondary,25 mph,2,yes,40.7331579,-73.9957227
secondary,25 mph,2,yes,40.7335268,-73.9954576
residential,25 mph,2,yes,40.7315057,-73.9969175
pedestrian,25 mph,1,no,40.7443147,-73.9889336
living_street,10 mph,1,yes,40.7456349,-73.9886774
primary,25 mph,5,yes,40.7355059,-73.9795287
primary,25 mph,4,yes,40.7373891,-73.978177
primary,25 mph,4,yes,40.7370573,-73.9784233
primary,25 mph,4,yes,40.7377697,-73.9778955
primary,25 mph,4,yes,40.7380749,-73.9776736
primary,25 mph,4,yes,40.7383792,-73.977452
primary,25 mph,4,yes,40.7386924,-73.9772236
primary,25 mph,4,yes,40.7399367,-73.9763189
primary,25 mph,4,yes,40.7401057,-73.9761955
primary,25 mph,4,yes,40.743218,-73.973921
primary,25 mph,5,yes,40.7429791,-73.9740952
primary,25 mph,5,yes,40.7435663,-73.973668
primary,25 mph,4,yes,40.7467287,-73.9713627
primary,25 mph,2,yes,40.7536357,-73.9663204
primary,25 mph,4,yes,40.7565348,-73.9642088
residential,25 mph,1,yes,40.730519,-73.9847225
residential,25 mph,2,yes,40.7311025,-73.9861003
primary,25 mph,5,yes,40.7527428,-74.0004915
primary,25 mph,5,yes,40.753785,-73.9997326
tertiary,25 mph,2,no,40.8000201,-73.9697412
primary,25 mph,4,yes,40.7798847,-73.9502802
primary,25 mph,5,yes,40.7792553,-73.9507369
primary,25 mph,5,yes,40.7781641,-73.9515334
primary,25 mph,5,yes,40.7663236,-73.9601696
primary,25 mph,5,yes,40.7644678,-73.9615323
primary,25 mph,5,yes,40.7641676,-73.9617514
primary,25 mph,5,yes,40.7638531,-73.9619785
primary,25 mph,5,yes,40.7621826,-73.9632104
primary,25 mph,5,yes,40.7626011,-73.9629041
primary,25 mph,6,yes,40.7613626,-73.9638113
